Country,Country code,State,State code,State type,Year,Category,Subcategory,Variable,Unit,Value,YoY absolute change,YoY % change
India,IND,Andaman and Nicobar,AN,Union territory,2019,Electricity generation,Aggregate fuel,Clean,GWh,21.73,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Electricity generation,Aggregate fuel,Fossil,GWh,88.62,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Electricity generation,Aggregate fuel,Gas and Other Fossil,GWh,88.62,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",GWh,7.55,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Electricity generation,Aggregate fuel,Renewables,GWh,21.73,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Electricity generation,Aggregate fuel,Wind and Solar,GWh,14.18,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Electricity generation,Fuel,Bioenergy,%,0.0,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Electricity generation,Fuel,Coal,%,0.0,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Electricity generation,Fuel,Gas,%,0.0,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Electricity generation,Fuel,Hydro,%,6.84,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Electricity generation,Fuel,Nuclear,%,0.0,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Electricity generation,Fuel,Other Fossil,%,80.31,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Electricity generation,Fuel,Other Renewables,%,0.0,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Electricity generation,Fuel,Solar,%,12.85,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Electricity generation,Fuel,Wind,%,0.0,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Electricity generation,Fuel,Bioenergy,GWh,0.0,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Electricity generation,Fuel,Coal,GWh,0.0,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Electricity generation,Fuel,Gas,GWh,0.0,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Electricity generation,Fuel,Hydro,GWh,7.55,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Electricity generation,Fuel,Nuclear,GWh,0.0,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Electricity generation,Fuel,Other Fossil,GWh,88.62,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Electricity generation,Fuel,Other Renewables,GWh,0.0,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Electricity generation,Fuel,Solar,GWh,14.18,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Electricity generation,Fuel,Wind,GWh,0.0,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Electricity generation,Total,Total Generation,GWh,110.35,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Power sector emissions,Aggregate fuel,Clean,%,0.86,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Power sector emissions,Aggregate fuel,Fossil,%,62.03,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Power sector emissions,Aggregate fuel,Gas and Other Fossil,%,62.03,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,0.18,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Power sector emissions,Aggregate fuel,Renewables,%,0.86,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Power sector emissions,Aggregate fuel,Wind and Solar,%,0.68,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Power sector emissions,Aggregate fuel,Clean,ktCO2,0.86,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Power sector emissions,Aggregate fuel,Fossil,ktCO2,62.03,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Power sector emissions,Aggregate fuel,Gas and Other Fossil,ktCO2,62.03,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",ktCO2,0.18,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Power sector emissions,Aggregate fuel,Renewables,ktCO2,0.86,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Power sector emissions,Aggregate fuel,Wind and Solar,ktCO2,0.68,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Power sector emissions,CO2 intensity,CO2 intensity,gCO2/kWh,569.91,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Power sector emissions,Fuel,Bioenergy,%,0.0,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Power sector emissions,Fuel,Coal,%,0.0,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Power sector emissions,Fuel,Gas,%,0.0,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Power sector emissions,Fuel,Hydro,%,0.18,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Power sector emissions,Fuel,Nuclear,%,0.0,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Power sector emissions,Fuel,Other Fossil,%,62.03,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Power sector emissions,Fuel,Other Renewables,%,0.0,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Power sector emissions,Fuel,Solar,%,0.68,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Power sector emissions,Fuel,Wind,%,0.0,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Power sector emissions,Fuel,Bioenergy,ktCO2,0.0,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Power sector emissions,Fuel,Coal,ktCO2,0.0,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Power sector emissions,Fuel,Gas,ktCO2,0.0,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Power sector emissions,Fuel,Hydro,ktCO2,0.18,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Power sector emissions,Fuel,Nuclear,ktCO2,0.0,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Power sector emissions,Fuel,Other Fossil,ktCO2,62.03,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Power sector emissions,Fuel,Other Renewables,ktCO2,0.0,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Power sector emissions,Fuel,Solar,ktCO2,0.68,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Power sector emissions,Fuel,Wind,ktCO2,0.0,,
India,IND,Andaman and Nicobar,AN,Union territory,2019,Power sector emissions,Total,Total emissions,ktCO2,62.89,,
India,IND,Andaman and Nicobar,AN,Union territory,2020,Capacity,Aggregate fuel,Clean,MW,34.47,17.03,97.65
India,IND,Andaman and Nicobar,AN,Union territory,2020,Capacity,Aggregate fuel,Fossil,MW,40.05,0.0,0.0
India,IND,Andaman and Nicobar,AN,Union territory,2020,Capacity,Aggregate fuel,Gas and Other Fossil,MW,40.05,0.0,0.0
India,IND,Andaman and Nicobar,AN,Union territory,2020,Capacity,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",MW,5.25,0.0,0.0
India,IND,Andaman and Nicobar,AN,Union territory,2020,Capacity,Aggregate fuel,Renewables,MW,34.47,17.03,97.65
India,IND,Andaman and Nicobar,AN,Union territory,2020,Capacity,Aggregate fuel,Wind and Solar,MW,29.22,17.03,139.7
India,IND,Andaman and Nicobar,AN,Union territory,2020,Capacity,Fuel,Bioenergy,MW,0.0,0.0,
India,IND,Andaman and Nicobar,AN,Union territory,2020,Capacity,Fuel,Coal,MW,0.0,0.0,
India,IND,Andaman and Nicobar,AN,Union territory,2020,Capacity,Fuel,Gas,MW,0.0,0.0,
India,IND,Andaman and Nicobar,AN,Union territory,2020,Capacity,Fuel,Hydro,MW,5.25,0.0,0.0
India,IND,Andaman and Nicobar,AN,Union territory,2020,Capacity,Fuel,Nuclear,MW,0.0,0.0,
India,IND,Andaman and Nicobar,AN,Union territory,2020,Capacity,Fuel,Other Fossil,MW,40.05,0.0,0.0
India,IND,Andaman and Nicobar,AN,Union territory,2020,Capacity,Fuel,Other Renewables,MW,0.0,0.0,
India,IND,Andaman and Nicobar,AN,Union territory,2020,Capacity,Fuel,Solar,MW,29.22,17.03,139.7
India,IND,Andaman and Nicobar,AN,Union territory,2020,Capacity,Fuel,Wind,MW,0.0,0.0,
India,IND,Andaman and Nicobar,AN,Union territory,2020,Electricity generation,Aggregate fuel,Clean,%,21.73,,
India,IND,Andaman and Nicobar,AN,Union territory,2020,Electricity generation,Aggregate fuel,Fossil,%,78.28,,
India,IND,Andaman and Nicobar,AN,Union territory,2020,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,78.28,,
India,IND,Andaman and Nicobar,AN,Union territory,2020,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,8.94,,
India,IND,Andaman and Nicobar,AN,Union territory,2020,Electricity generation,Aggregate fuel,Renewables,%,21.73,,
India,IND,Andaman and Nicobar,AN,Union territory,2020,Electricity generation,Aggregate fuel,Wind and Solar,%,12.79,,
India,IND,Andaman and Nicobar,AN,Union territory,2020,Electricity generation,Aggregate fuel,Clean,GWh,35.03,13.3,61.21
India,IND,Andaman and Nicobar,AN,Union territory,2020,Electricity generation,Aggregate fuel,Fossil,GWh,126.22,37.6,42.43
India,IND,Andaman and Nicobar,AN,Union territory,2020,Electricity generation,Aggregate fuel,Gas and Other Fossil,GWh,126.22,37.6,42.43
India,IND,Andaman and Nicobar,AN,Union territory,2020,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",GWh,14.41,6.86,90.86
India,IND,Andaman and Nicobar,AN,Union territory,2020,Electricity generation,Aggregate fuel,Renewables,GWh,35.03,13.3,61.21
India,IND,Andaman and Nicobar,AN,Union territory,2020,Electricity generation,Aggregate fuel,Wind and Solar,GWh,20.62,6.44,45.42
India,IND,Andaman and Nicobar,AN,Union territory,2020,Electricity generation,Fuel,Bioenergy,%,0.0,,
India,IND,Andaman and Nicobar,AN,Union territory,2020,Electricity generation,Fuel,Coal,%,0.0,,
India,IND,Andaman and Nicobar,AN,Union territory,2020,Electricity generation,Fuel,Gas,%,0.0,,
India,IND,Andaman and Nicobar,AN,Union territory,2020,Electricity generation,Fuel,Hydro,%,8.94,,
India,IND,Andaman and Nicobar,AN,Union territory,2020,Electricity generation,Fuel,Nuclear,%,0.0,,
India,IND,Andaman and Nicobar,AN,Union territory,2020,Electricity generation,Fuel,Other Fossil,%,78.28,,
India,IND,Andaman and Nicobar,AN,Union territory,2020,Electricity generation,Fuel,Other Renewables,%,0.0,,
India,IND,Andaman and Nicobar,AN,Union territory,2020,Electricity generation,Fuel,Solar,%,12.79,,
India,IND,Andaman and Nicobar,AN,Union territory,2020,Electricity generation,Fuel,Wind,%,0.0,,
India,IND,Andaman and Nicobar,AN,Union territory,2020,Electricity generation,Fuel,Bioenergy,GWh,0.0,0.0,
India,IND,Andaman and Nicobar,AN,Union territory,2020,Electricity generation,Fuel,Coal,GWh,0.0,0.0,
India,IND,Andaman and Nicobar,AN,Union territory,2020,Electricity generation,Fuel,Gas,GWh,0.0,0.0,
India,IND,Andaman and Nicobar,AN,Union territory,2020,Electricity generation,Fuel,Hydro,GWh,14.41,6.86,90.86
India,IND,Andaman and Nicobar,AN,Union territory,2020,Electricity generation,Fuel,Nuclear,GWh,0.0,0.0,
India,IND,Andaman and Nicobar,AN,Union territory,2020,Electricity generation,Fuel,Other Fossil,GWh,126.22,37.6,42.43
India,IND,Andaman and Nicobar,AN,Union territory,2020,Electricity generation,Fuel,Other Renewables,GWh,0.0,0.0,
India,IND,Andaman and Nicobar,AN,Union territory,2020,Electricity generation,Fuel,Solar,GWh,20.62,6.44,45.42
India,IND,Andaman and Nicobar,AN,Union territory,2020,Electricity generation,Fuel,Wind,GWh,0.0,0.0,
India,IND,Andaman and Nicobar,AN,Union territory,2020,Electricity generation,Total,Total Generation,GWh,161.25,50.9,46.13
India,IND,Andaman and Nicobar,AN,Union territory,2020,Power sector emissions,Aggregate fuel,Clean,%,1.34,,
India,IND,Andaman and Nicobar,AN,Union territory,2020,Power sector emissions,Aggregate fuel,Fossil,%,88.35,,
India,IND,Andaman and Nicobar,AN,Union territory,2020,Power sector emissions,Aggregate fuel,Gas and Other Fossil,%,88.35,,
India,IND,Andaman and Nicobar,AN,Union territory,2020,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,0.35,,
India,IND,Andaman and Nicobar,AN,Union territory,2020,Power sector emissions,Aggregate fuel,Renewables,%,1.34,,
India,IND,Andaman and Nicobar,AN,Union territory,2020,Power sector emissions,Aggregate fuel,Wind and Solar,%,0.99,,
India,IND,Andaman and Nicobar,AN,Union territory,2020,Power sector emissions,Aggregate fuel,Clean,ktCO2,1.34,0.48,55.81
India,IND,Andaman and Nicobar,AN,Union territory,2020,Power sector emissions,Aggregate fuel,Fossil,ktCO2,88.35,26.32,42.43
India,IND,Andaman and Nicobar,AN,Union territory,2020,Power sector emissions,Aggregate fuel,Gas and Other Fossil,ktCO2,88.35,26.32,42.43
India,IND,Andaman and Nicobar,AN,Union territory,2020,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",ktCO2,0.35,0.17,94.44
India,IND,Andaman and Nicobar,AN,Union territory,2020,Power sector emissions,Aggregate fuel,Renewables,ktCO2,1.34,0.48,55.81
India,IND,Andaman and Nicobar,AN,Union territory,2020,Power sector emissions,Aggregate fuel,Wind and Solar,ktCO2,0.99,0.31,45.59
India,IND,Andaman and Nicobar,AN,Union territory,2020,Power sector emissions,CO2 intensity,CO2 intensity,gCO2/kWh,556.22,-13.69,-2.4
India,IND,Andaman and Nicobar,AN,Union territory,2020,Power sector emissions,Fuel,Bioenergy,%,0.0,,
India,IND,Andaman and Nicobar,AN,Union territory,2020,Power sector emissions,Fuel,Coal,%,0.0,,
India,IND,Andaman and Nicobar,AN,Union territory,2020,Power sector emissions,Fuel,Gas,%,0.0,,
India,IND,Andaman and Nicobar,AN,Union territory,2020,Power sector emissions,Fuel,Hydro,%,0.35,,
India,IND,Andaman and Nicobar,AN,Union territory,2020,Power sector emissions,Fuel,Nuclear,%,0.0,,
India,IND,Andaman and Nicobar,AN,Union territory,2020,Power sector emissions,Fuel,Other Fossil,%,88.35,,
India,IND,Andaman and Nicobar,AN,Union territory,2020,Power sector emissions,Fuel,Other Renewables,%,0.0,,
India,IND,Andaman and Nicobar,AN,Union territory,2020,Power sector emissions,Fuel,Solar,%,0.99,,
India,IND,Andaman and Nicobar,AN,Union territory,2020,Power sector emissions,Fuel,Wind,%,0.0,,
India,IND,Andaman and Nicobar,AN,Union territory,2020,Power sector emissions,Fuel,Bioenergy,ktCO2,0.0,0.0,
India,IND,Andaman and Nicobar,AN,Union territory,2020,Power sector emissions,Fuel,Coal,ktCO2,0.0,0.0,
India,IND,Andaman and Nicobar,AN,Union territory,2020,Power sector emissions,Fuel,Gas,ktCO2,0.0,0.0,
India,IND,Andaman and Nicobar,AN,Union territory,2020,Power sector emissions,Fuel,Hydro,ktCO2,0.35,0.17,94.44
India,IND,Andaman and Nicobar,AN,Union territory,2020,Power sector emissions,Fuel,Nuclear,ktCO2,0.0,0.0,
India,IND,Andaman and Nicobar,AN,Union territory,2020,Power sector emissions,Fuel,Other Fossil,ktCO2,88.35,26.32,42.43
India,IND,Andaman and Nicobar,AN,Union territory,2020,Power sector emissions,Fuel,Other Renewables,ktCO2,0.0,0.0,
India,IND,Andaman and Nicobar,AN,Union territory,2020,Power sector emissions,Fuel,Solar,ktCO2,0.99,0.31,45.59
India,IND,Andaman and Nicobar,AN,Union territory,2020,Power sector emissions,Fuel,Wind,ktCO2,0.0,0.0,
India,IND,Andaman and Nicobar,AN,Union territory,2020,Power sector emissions,Total,Total emissions,ktCO2,89.69,26.8,42.61
India,IND,Andaman and Nicobar,AN,Union territory,2021,Capacity,Aggregate fuel,Clean,MW,34.74,0.27,0.78
India,IND,Andaman and Nicobar,AN,Union territory,2021,Capacity,Aggregate fuel,Fossil,MW,40.05,0.0,0.0
India,IND,Andaman and Nicobar,AN,Union territory,2021,Capacity,Aggregate fuel,Gas and Other Fossil,MW,40.05,0.0,0.0
India,IND,Andaman and Nicobar,AN,Union territory,2021,Capacity,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",MW,5.25,0.0,0.0
India,IND,Andaman and Nicobar,AN,Union territory,2021,Capacity,Aggregate fuel,Renewables,MW,34.74,0.27,0.78
India,IND,Andaman and Nicobar,AN,Union territory,2021,Capacity,Aggregate fuel,Wind and Solar,MW,29.49,0.27,0.92
India,IND,Andaman and Nicobar,AN,Union territory,2021,Capacity,Fuel,Bioenergy,MW,0.0,0.0,
India,IND,Andaman and Nicobar,AN,Union territory,2021,Capacity,Fuel,Coal,MW,0.0,0.0,
India,IND,Andaman and Nicobar,AN,Union territory,2021,Capacity,Fuel,Gas,MW,0.0,0.0,
India,IND,Andaman and Nicobar,AN,Union territory,2021,Capacity,Fuel,Hydro,MW,5.25,0.0,0.0
India,IND,Andaman and Nicobar,AN,Union territory,2021,Capacity,Fuel,Nuclear,MW,0.0,0.0,
India,IND,Andaman and Nicobar,AN,Union territory,2021,Capacity,Fuel,Other Fossil,MW,40.05,0.0,0.0
India,IND,Andaman and Nicobar,AN,Union territory,2021,Capacity,Fuel,Other Renewables,MW,0.0,0.0,
India,IND,Andaman and Nicobar,AN,Union territory,2021,Capacity,Fuel,Solar,MW,29.49,0.27,0.92
India,IND,Andaman and Nicobar,AN,Union territory,2021,Capacity,Fuel,Wind,MW,0.0,0.0,
India,IND,Andaman and Nicobar,AN,Union territory,2021,Electricity generation,Aggregate fuel,Clean,%,27.08,,
India,IND,Andaman and Nicobar,AN,Union territory,2021,Electricity generation,Aggregate fuel,Fossil,%,72.93,,
India,IND,Andaman and Nicobar,AN,Union territory,2021,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,72.93,,
India,IND,Andaman and Nicobar,AN,Union territory,2021,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,9.92,,
India,IND,Andaman and Nicobar,AN,Union territory,2021,Electricity generation,Aggregate fuel,Renewables,%,27.08,,
India,IND,Andaman and Nicobar,AN,Union territory,2021,Electricity generation,Aggregate fuel,Wind and Solar,%,17.16,,
India,IND,Andaman and Nicobar,AN,Union territory,2021,Electricity generation,Aggregate fuel,Clean,GWh,35.43,0.4,1.14
India,IND,Andaman and Nicobar,AN,Union territory,2021,Electricity generation,Aggregate fuel,Fossil,GWh,95.43,-30.79,-24.39
India,IND,Andaman and Nicobar,AN,Union territory,2021,Electricity generation,Aggregate fuel,Gas and Other Fossil,GWh,95.43,-30.79,-24.39
India,IND,Andaman and Nicobar,AN,Union territory,2021,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",GWh,12.98,-1.43,-9.92
India,IND,Andaman and Nicobar,AN,Union territory,2021,Electricity generation,Aggregate fuel,Renewables,GWh,35.43,0.4,1.14
India,IND,Andaman and Nicobar,AN,Union territory,2021,Electricity generation,Aggregate fuel,Wind and Solar,GWh,22.45,1.83,8.87
India,IND,Andaman and Nicobar,AN,Union territory,2021,Electricity generation,Fuel,Bioenergy,%,0.0,,
India,IND,Andaman and Nicobar,AN,Union territory,2021,Electricity generation,Fuel,Coal,%,0.0,,
India,IND,Andaman and Nicobar,AN,Union territory,2021,Electricity generation,Fuel,Gas,%,0.0,,
India,IND,Andaman and Nicobar,AN,Union territory,2021,Electricity generation,Fuel,Hydro,%,9.92,,
India,IND,Andaman and Nicobar,AN,Union territory,2021,Electricity generation,Fuel,Nuclear,%,0.0,,
India,IND,Andaman and Nicobar,AN,Union territory,2021,Electricity generation,Fuel,Other Fossil,%,72.93,,
India,IND,Andaman and Nicobar,AN,Union territory,2021,Electricity generation,Fuel,Other Renewables,%,0.0,,
India,IND,Andaman and Nicobar,AN,Union territory,2021,Electricity generation,Fuel,Solar,%,17.16,,
India,IND,Andaman and Nicobar,AN,Union territory,2021,Electricity generation,Fuel,Wind,%,0.0,,
India,IND,Andaman and Nicobar,AN,Union territory,2021,Electricity generation,Fuel,Bioenergy,GWh,0.0,0.0,
India,IND,Andaman and Nicobar,AN,Union territory,2021,Electricity generation,Fuel,Coal,GWh,0.0,0.0,
India,IND,Andaman and Nicobar,AN,Union territory,2021,Electricity generation,Fuel,Gas,GWh,0.0,0.0,
India,IND,Andaman and Nicobar,AN,Union territory,2021,Electricity generation,Fuel,Hydro,GWh,12.98,-1.43,-9.92
India,IND,Andaman and Nicobar,AN,Union territory,2021,Electricity generation,Fuel,Nuclear,GWh,0.0,0.0,
India,IND,Andaman and Nicobar,AN,Union territory,2021,Electricity generation,Fuel,Other Fossil,GWh,95.43,-30.79,-24.39
India,IND,Andaman and Nicobar,AN,Union territory,2021,Electricity generation,Fuel,Other Renewables,GWh,0.0,0.0,
India,IND,Andaman and Nicobar,AN,Union territory,2021,Electricity generation,Fuel,Solar,GWh,22.45,1.83,8.87
India,IND,Andaman and Nicobar,AN,Union territory,2021,Electricity generation,Fuel,Wind,GWh,0.0,0.0,
India,IND,Andaman and Nicobar,AN,Union territory,2021,Electricity generation,Total,Total Generation,GWh,130.86,-30.39,-18.85
India,IND,Andaman and Nicobar,AN,Union territory,2021,Power sector emissions,Aggregate fuel,Clean,%,1.39,,
India,IND,Andaman and Nicobar,AN,Union territory,2021,Power sector emissions,Aggregate fuel,Fossil,%,66.8,,
India,IND,Andaman and Nicobar,AN,Union territory,2021,Power sector emissions,Aggregate fuel,Gas and Other Fossil,%,66.8,,
India,IND,Andaman and Nicobar,AN,Union territory,2021,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,0.31,,
India,IND,Andaman and Nicobar,AN,Union territory,2021,Power sector emissions,Aggregate fuel,Renewables,%,1.39,,
India,IND,Andaman and Nicobar,AN,Union territory,2021,Power sector emissions,Aggregate fuel,Wind and Solar,%,1.08,,
India,IND,Andaman and Nicobar,AN,Union territory,2021,Power sector emissions,Aggregate fuel,Clean,ktCO2,1.39,0.05,3.73
India,IND,Andaman and Nicobar,AN,Union territory,2021,Power sector emissions,Aggregate fuel,Fossil,ktCO2,66.8,-21.55,-24.39
India,IND,Andaman and Nicobar,AN,Union territory,2021,Power sector emissions,Aggregate fuel,Gas and Other Fossil,ktCO2,66.8,-21.55,-24.39
India,IND,Andaman and Nicobar,AN,Union territory,2021,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",ktCO2,0.31,-0.04,-11.43
India,IND,Andaman and Nicobar,AN,Union territory,2021,Power sector emissions,Aggregate fuel,Renewables,ktCO2,1.39,0.05,3.73
India,IND,Andaman and Nicobar,AN,Union territory,2021,Power sector emissions,Aggregate fuel,Wind and Solar,ktCO2,1.08,0.09,9.09
India,IND,Andaman and Nicobar,AN,Union territory,2021,Power sector emissions,CO2 intensity,CO2 intensity,gCO2/kWh,521.09,-35.13,-6.32
India,IND,Andaman and Nicobar,AN,Union territory,2021,Power sector emissions,Fuel,Bioenergy,%,0.0,,
India,IND,Andaman and Nicobar,AN,Union territory,2021,Power sector emissions,Fuel,Coal,%,0.0,,
India,IND,Andaman and Nicobar,AN,Union territory,2021,Power sector emissions,Fuel,Gas,%,0.0,,
India,IND,Andaman and Nicobar,AN,Union territory,2021,Power sector emissions,Fuel,Hydro,%,0.31,,
India,IND,Andaman and Nicobar,AN,Union territory,2021,Power sector emissions,Fuel,Nuclear,%,0.0,,
India,IND,Andaman and Nicobar,AN,Union territory,2021,Power sector emissions,Fuel,Other Fossil,%,66.8,,
India,IND,Andaman and Nicobar,AN,Union territory,2021,Power sector emissions,Fuel,Other Renewables,%,0.0,,
India,IND,Andaman and Nicobar,AN,Union territory,2021,Power sector emissions,Fuel,Solar,%,1.08,,
India,IND,Andaman and Nicobar,AN,Union territory,2021,Power sector emissions,Fuel,Wind,%,0.0,,
India,IND,Andaman and Nicobar,AN,Union territory,2021,Power sector emissions,Fuel,Bioenergy,ktCO2,0.0,0.0,
India,IND,Andaman and Nicobar,AN,Union territory,2021,Power sector emissions,Fuel,Coal,ktCO2,0.0,0.0,
India,IND,Andaman and Nicobar,AN,Union territory,2021,Power sector emissions,Fuel,Gas,ktCO2,0.0,0.0,
India,IND,Andaman and Nicobar,AN,Union territory,2021,Power sector emissions,Fuel,Hydro,ktCO2,0.31,-0.04,-11.43
India,IND,Andaman and Nicobar,AN,Union territory,2021,Power sector emissions,Fuel,Nuclear,ktCO2,0.0,0.0,
India,IND,Andaman and Nicobar,AN,Union territory,2021,Power sector emissions,Fuel,Other Fossil,ktCO2,66.8,-21.55,-24.39
India,IND,Andaman and Nicobar,AN,Union territory,2021,Power sector emissions,Fuel,Other Renewables,ktCO2,0.0,0.0,
India,IND,Andaman and Nicobar,AN,Union territory,2021,Power sector emissions,Fuel,Solar,ktCO2,1.08,0.09,9.09
India,IND,Andaman and Nicobar,AN,Union territory,2021,Power sector emissions,Fuel,Wind,ktCO2,0.0,0.0,
India,IND,Andaman and Nicobar,AN,Union territory,2021,Power sector emissions,Total,Total emissions,ktCO2,68.19,-21.5,-23.97
India,IND,Andaman and Nicobar,AN,Union territory,2022,Capacity,Aggregate fuel,Clean,MW,35.16,0.42,1.21
